Team,Year,OWn%,BtRuns,BtWins,Fld%,Position,Target,CareerLen,Rank,Value,ARI,ATL,CHC,CIN,COL,LAD,MIA,MIL,NYM,PHI,PIT,SDP,SFG,STL,WSN,BAL,BOS,CHW,CLE,DET,HOU,KCR,LAA,MIN,NYY,OAK,SEA,TBR,TEX,TOR
CIN,2015,0.54,13.3,1.3,0.9520000000000001,OF,CHW,4,29,20,0,0,3,20,1,1,3,1,7,1,0,2,2,1,2,1,1,5,0,1,0,0,2,2,6,4,1,3,4,2
COL,2015,0.0,-0.9,-0.1,1.0,P,SDP,3,26,23,3,1,3,3,17,1,3,0,2,0,5,4,1,2,1,0,0,0,0,3,3,0,0,0,0,4,0,1,0,2
NYM,2015,0.0,-2.0,-0.2,0.938,P,KCR,5,7,7,0,2,2,1,1,1,1,2,11,1,1,1,0,1,1,0,0,0,1,0,2,7,1,4,2,4,0,1,6,1
PIT,2015,0.0,-0.3,0.0,1.0,P,LAA,0,2,17,0,1,1,0,1,0,0,4,1,0,1,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,1,0,2,0
SDP,2015,0.426,-4.6,-0.5,0.993,OF,STL,2,22,19,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFG,2015,0.0,0.0,0.0,0.967,P,MIA,0,12,4,3,3,0,1,1,0,2,1,0,0,1,1,15,0,1,1,2,0,1,0,0,0,0,1,2,1,1,0,0,1
MIA,2015,0.0,-3.1,-0.3,1.0,P,SDP,4,24,29,0,1,1,1,1,3,13,1,0,0,0,3,0,2,1,1,1,1,4,1,2,1,2,3,3,1,1,2,0,3
ARI,2015,0.0,0.0,0.0,0.833,P,PHI,5,18,24,18,5,6,8,0,3,0,3,2,5,1,4,2,3,1,0,1,2,3,1,4,1,8,0,2,1,1,4,0,1
ARI,2015,0.5529999999999999,-0.7,-0.1,0.978,OF,ATL,1,18,24,12,7,2,1,1,2,2,2,4,4,3,3,0,1,1,1,0,1,1,2,7,0,1,0,2,1,1,1,0,1
ATL,2015,0.0,-0.3,0.0,0.889,P,SDP,12,28,12,0,6,22,2,3,3,8,0,3,0,2,4,1,6,7,1,2,2,0,0,1,1,4,3,2,4,3,5,0,2
STL,2015,0.266,-12.2,-1.2,1.0,OF,SDP,5,1,6,3,2,12,1,3,1,4,1,2,0,3,12,1,12,3,3,1,1,1,4,1,2,1,3,3,1,0,1,2,2
SDP,2015,0.0,0.0,0.0,0.75,P,WSN,5,22,19,0,1,1,0,0,0,0,0,1,0,0,1,0,0,7,0,0,2,0,1,0,0,1,1,3,1,1,0,1,0
SDP,2015,0.0,-0.5,-0.1,1.0,P,ATL,3,22,19,2,7,14,2,2,1,3,1,0,0,4,11,6,2,1,3,2,1,1,2,4,1,3,2,3,1,0,6,2,1
SDP,2015,0.526,6.8,0.7,0.972,OF,ATL,9,22,19,0,0,0,0,0,5,1,0,0,0,0,5,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
SDP,2015,0.0,-0.3,0.0,0.875,P,BOS,5,22,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CIN,2015,0.0,-5.4,-0.6,0.9440000000000001,OF,BOS,0,29,20,3,0,0,14,0,0,2,0,2,0,1,1,2,0,1,1,5,2,2,1,1,0,2,3,2,1,1,0,1,0
PIT,2015,0.0,-5.1,-0.5,1.0,OF,OAK,2,2,17,0,2,0,2,1,2,2,2,0,0,16,3,0,0,1,0,0,0,1,1,0,2,1,1,2,2,0,0,0,3
ATL,2015,0.0,0.0,0.0,1.0,P,SEA,0,28,12,1,22,2,1,1,3,2,0,2,0,0,5,5,8,3,0,1,1,2,2,2,0,3,2,1,10,5,4,0,2
ATL,2015,0.47,-4.2,-0.4,0.991,OF,DET,8,28,12,0,0,1,1,1,0,5,2,2,1,1,1,2,0,1,0,1,0,2,0,5,0,3,1,5,0,2,0,0,1
COL,2015,0.514,-2.5,-0.3,0.9790000000000001,C,STL,5,26,23,0,3,2,3,11,3,1,1,2,2,15,3,2,3,2,1,2,1,2,2,2,0,3,3,3,3,0,6,1,5
PIT,2015,0.0,0.0,0.0,0.958,P,WSN,6,2,17,2,5,5,2,4,2,3,2,3,1,11,1,6,4,2,2,2,2,2,3,3,5,3,2,7,3,2,3,1,5
SDP,2015,0.305,-12.7,-1.3,0.961,OF,MIL,3,22,19,7,5,9,5,5,5,6,8,6,6,6,14,9,2,3,3,10,3,8,6,11,5,6,8,9,5,3,7,9,9
ATL,2015,0.013000000000000001,-10.9,-1.1,0.861,P,ARI,3,28,12,10,14,4,1,2,2,0,2,3,1,0,4,1,15,0,1,0,0,2,3,2,1,2,2,1,0,1,2,2,3
CHC,2015,0.0,0.0,0.0,1.0,P,COL,7,3,5,3,7,20,5,15,5,3,4,8,2,3,4,6,19,4,2,1,3,3,3,4,2,2,6,2,3,1,2,2,5
ATL,2015,0.0,0.0,0.0,1.0,P,KCR,9,28,12,0,16,6,2,1,10,2,0,4,0,1,4,3,1,2,4,0,2,2,3,6,8,2,4,1,3,0,4,1,3
CIN,2015,0.43,-7.3,-0.7,0.9990000000000001,C,STL,10,29,20,0,3,8,22,2,3,2,1,1,1,3,5,3,14,3,0,4,2,4,10,2,11,4,1,6,2,3,2,2,4
CHC,2015,0.0,0.0,0.0,0.967,P,MIL,1,3,5,0,2,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0
SDP,2015,0.32799999999999996,-0.2,0.0,0.857,P,MIA,0,22,19,2,0,0,0,0,0,0,0,0,0,0,9,1,0,3,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1
NYM,2015,0.175,-8.1,-0.8,0.995,C,ATL,4,7,7,1,3,1,0,1,2,0,1,9,0,0,2,0,0,2,1,1,2,1,0,1,0,1,2,2,3,0,0,1,0
ARI,2015,0.0,0.0,0.0,1.0,P,NYM,5,18,24,2,0,1,0,1,3,0,2,16,1,2,1,0,2,3,1,1,0,0,2,1,0,2,2,1,1,0,4,0,2
LAD,2015,0.361,-15.3,-1.5,0.983,OF,CHW,15,6,2,0,1,1,1,1,2,2,0,1,1,3,1,3,0,0,1,2,0,0,0,2,1,1,1,1,0,1,0,0,1
CHC,2015,0.0,-0.3,0.0,1.0,P,PHI,5,3,5,2,14,19,2,2,4,1,3,1,1,1,3,3,2,2,2,1,2,1,0,1,0,4,0,3,0,0,1,1,3
SFG,2015,0.146,-4.8,-0.5,1.0,C,SDP,4,12,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0
MIL,2015,0.13699999999999998,-10.1,-1.0,0.985,OF,SDP,1,27,21,0,0,0,0,0,0,1,7,0,2,1,1,0,0,1,0,1,2,0,1,1,2,0,0,1,0,2,0,4,0
PIT,2015,0.0,0.0,0.0,0.833,P,MIL,3,2,17,1,0,0,0,10,0,1,4,2,0,18,0,0,0,0,0,1,0,0,1,4,1,0,0,0,1,0,0,0,1
ARI,2015,0.0,0.0,0.0,0.75,P,PIT,0,18,24,9,3,0,1,2,1,1,0,1,1,10,0,1,1,0,0,0,0,0,2,1,0,6,1,0,0,0,2,0,1
STL,2015,0.253,-2.4,-0.2,0.988,OF,MIA,1,1,6,0,3,1,0,0,1,0,0,0,0,2,0,1,18,1,1,0,0,0,0,0,1,0,3,1,1,1,1,2,1
MIL,2015,0.344,-26.5,-2.7,0.9690000000000001,OF,ARI,3,27,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,2015,0.4,-11.2,-1.1,0.988,OF,LAA,3,28,12,0,10,0,1,0,2,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0
MIA,2015,0.105,-9.0,-0.9,0.9520000000000001,OF,NYY,3,24,29,0,1,0,0,2,3,5,1,0,0,0,0,0,3,0,0,1,3,2,1,0,0,0,1,0,0,0,1,0,1
WSN,2015,0.645,6.4,0.6,0.993,OF,SFG,7,13,9,0,1,0,1,1,0,1,0,3,0,0,1,6,1,3,1,0,1,1,0,1,1,0,6,0,2,0,0,0,1
WSN,2015,0.0,0.0,0.0,1.0,P,SEA,5,13,9,3,6,4,9,2,1,3,2,3,2,3,6,4,2,16,4,0,2,2,2,2,2,1,3,1,3,6,1,0,12
SDP,2015,0.5920000000000001,15.2,1.5,0.988,OF,DET,8,22,19,2,5,1,1,1,3,2,1,2,0,2,12,0,2,1,1,1,2,0,7,1,0,2,2,1,0,1,1,1,1
WSN,2015,0.0,0.0,0.0,1.0,P,PIT,0,13,9,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDP,2015,0.0,0.0,0.0,0.5,P,SEA,3,22,19,0,1,0,0,1,0,1,0,0,0,2,17,1,2,1,0,0,0,0,0,0,1,2,0,0,1,7,2,1,0
MIL,2015,0.0,-0.8,-0.1,1.0,P,ARI,0,27,21,12,0,3,1,0,1,0,13,1,2,1,2,1,0,0,0,0,0,2,0,0,0,2,2,0,1,1,2,1,1
PIT,2015,0.561,5.6,0.6,0.9890000000000001,OF,NYM,6,2,17,2,1,0,1,2,1,2,1,12,1,18,0,1,1,0,1,1,0,0,1,0,0,0,2,5,2,0,2,0,2
NYM,2015,0.0,-1.9,-0.2,1.0,OF,NYY,6,7,7,3,17,3,7,12,6,4,12,14,2,8,7,9,4,6,2,7,3,7,4,4,3,12,7,12,8,3,8,4,6
WSN,2015,0.053,-9.7,-1.0,0.9570000000000001,P,DET,6,13,9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
NYY,2014,0.29600000000000004,-1.6,-0.2,0.96,OF,STL,0,13,1,0,1,0,3,0,1,1,0,1,2,2,10,0,12,0,0,2,0,1,0,3,5,0,2,6,1,0,1,1,2
TEX,2014,0.285,-9.7,-1.0,0.988,C,TBR,4,28,7,2,4,1,2,1,5,6,3,1,3,4,2,3,4,3,2,3,0,2,3,2,1,4,2,2,1,0,11,3,11
PIT,2014,0.0,0.0,0.0,1.0,P,COL,5,9,23,0,0,0,1,2,0,0,2,0,0,4,0,1,2,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0
LAA,2014,0.406,1.3,0.1,0.978,OF,CHW,5,1,10,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
CHW,2014,0.0,0.0,0.0,1.0,P,TBR,5,24,14,0,1,0,1,1,3,0,1,1,1,1,1,0,0,0,0,2,3,0,2,0,1,0,0,1,0,2,0,1,1
KCR,2014,0.466,-2.3,-0.2,0.993,OF,OAK,7,7,29,2,2,0,1,2,2,3,1,3,0,3,0,3,1,3,2,2,0,3,3,2,11,3,0,3,12,1,3,1,3
NYY,2014,0.63,5.7,0.6,0.997,C,PIT,6,13,1,0,1,0,0,1,0,0,0,1,1,7,1,1,0,2,0,1,0,1,2,2,1,0,2,3,0,2,1,2,1
KCR,2014,0.19899999999999998,-4.2,-0.4,1.0,OF,ATL,4,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MIN,2014,0.424,-4.6,-0.5,0.986,OF,TOR,1,26,19,2,2,1,1,2,2,2,1,1,0,5,0,1,1,3,1,10,0,9,4,1,1,0,11,3,3,0,5,0,7
LAA,2014,0.349,-5.7,-0.6,0.9890000000000001,C,HOU,4,1,10,4,1,0,2,3,5,4,1,1,2,4,2,1,2,1,2,2,1,4,1,9,1,14,2,0,1,0,11,1,1
OAK,2014,0.0,0.0,0.0,1.0,P,BOS,3,8,28,0,0,1,0,1,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,2,1,2,1,0,13,0,2,2,0
HOU,2014,0.46,-2.0,-0.2,0.992,C,TEX,5,27,26,1,0,1,0,1,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0,0,1,0,7,0
BAL,2014,0.631,28.3,2.9,1.0,OF,SEA,17,2,16,1,2,3,5,1,1,1,4,0,2,1,1,2,2,1,8,4,3,3,1,0,1,4,1,0,2,6,1,8,4
BOS,2014,0.0,-0.5,-0.1,0.958,P,ARI,3,25,3,7,0,1,0,0,5,1,1,0,0,1,0,1,0,0,0,21,1,0,1,1,0,3,0,1,2,1,2,0,1
TBR,2014,0.525,5.5,0.6,1.0,OF,LAA,11,19,30,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0
OAK,2014,0.61,22.4,2.3,0.9520000000000001,OF,TOR,4,8,28,1,3,0,0,1,1,3,0,1,0,3,1,1,3,2,2,5,1,3,3,1,1,1,0,1,7,0,2,0,8
TEX,2014,0.0,0.0,0.0,1.0,P,SDP,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0
TEX,2014,0.0,0.0,0.0,1.0,P,DET,4,28,7,0,0,2,0,0,0,1,0,0,0,8,2,0,0,1,3,1,0,0,2,1,1,1,0,1,0,0,2,8,0
TBR,2014,0.446,-1.2,-0.1,0.977,OF,NYY,0,19,30,1,1,0,2,0,0,0,0,3,1,6,1,1,2,1,0,3,1,3,0,1,0,0,0,1,3,0,13,0,1
HOU,2014,0.0,0.0,0.0,1.0,P,ATL,0,27,26,1,4,0,0,0,0,1,1,0,0,2,0,1,3,0,2,0,1,1,1,9,1,1,0,1,0,0,0,0,0
HOU,2014,0.63,14.1,1.4,0.98,OF,CHC,6,27,26,1,3,8,3,4,2,1,0,2,3,2,2,0,10,2,1,3,0,0,4,2,1,2,0,1,1,0,2,1,3
PIT,2014,0.0,0.0,0.0,1.0,P,TBR,5,9,23,1,2,0,0,1,1,1,0,1,0,7,2,0,0,0,0,0,1,1,1,0,0,13,0,0,0,1,3,1,1
KCR,2014,0.272,-1.8,-0.2,0.9790000000000001,OF,LAA,3,7,29,0,1,0,2,0,4,0,0,1,1,1,0,0,1,0,1,2,0,2,2,0,5,7,0,1,1,0,5,0,1
TOR,2014,0.0,-0.8,-0.1,0.9590000000000001,OF,MIA,4,14,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
CLE,2014,0.0,-2.1,-0.2,0.992,C,TEX,5,12,24,0,2,6,1,1,6,3,1,1,2,2,2,1,0,3,1,5,1,15,3,1,3,2,4,1,13,1,18,13,3
OAK,2014,0.354,-2.3,-0.2,0.9690000000000001,OF,ATL,11,8,28,0,1,2,1,1,2,1,0,0,0,0,0,7,0,0,0,6,0,3,1,0,0,1,0,1,2,2,2,2,2
PIT,2014,0.0,0.0,0.0,1.0,P,ATL,14,9,23,1,7,1,0,3,4,3,0,1,1,17,0,0,1,3,0,2,0,3,1,1,0,14,1,1,1,1,1,1,5
KCR,2014,0.026000000000000002,-7.2,-0.7,1.0,C,CLE,5,7,29,1,1,1,0,1,0,7,0,0,1,1,0,0,1,1,2,0,0,3,0,0,7,0,1,0,0,0,0,0,1
MIA,2014,0.37200000000000005,-0.7,-0.1,1.0,OF,LAD,0,18,27,1,1,1,2,2,8,11,1,0,2,1,0,0,4,1,0,1,0,1,0,9,1,2,0,1,1,2,1,1,0
CLE,2014,0.32299999999999995,-2.9,-0.3,1.0,OF,CIN,0,12,24,0,3,1,5,1,1,2,0,1,0,4,0,0,3,2,1,2,1,12,1,0,0,1,0,3,1,0,1,1,1
BAL,2014,0.0,0.0,0.0,0.857,P,CHC,4,2,16,2,6,4,1,1,4,2,3,1,2,5,3,1,1,4,11,7,0,4,2,3,4,4,2,4,2,2,8,5,5
DET,2014,0.537,9.2,0.9,0.978,OF,MIN,17,6,15,2,3,4,2,3,7,2,2,3,2,5,1,1,3,4,1,7,1,2,12,2,1,8,8,3,5,2,3,3,2
TOR,2014,0.0,0.0,0.0,0.889,P,WSN,8,14,18,0,0,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,7
TBR,2014,0.532,9.4,1.0,0.982,OF,LAA,6,19,30,1,6,1,3,0,1,2,0,1,1,5,2,4,1,2,0,0,0,3,4,3,4,16,2,0,4,0,20,1,5
OAK,2014,0.0,-1.0,-0.1,0.87,P,HOU,9,8,28,1,3,2,0,0,2,1,0,0,0,0,1,0,0,1,1,1,0,4,0,2,1,2,0,0,9,0,3,0,1
NYY,2014,0.0,0.0,0.0,1.0,P,SDP,4,13,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,2,0,0,0,1,5,1,2,0,1,0
LAA,2014,0.0,0.0,0.0,1.0,P,ATL,3,1,10,2,12,0,1,1,3,0,1,2,1,3,3,2,2,2,2,3,1,2,2,1,0,17,1,1,2,1,7,1,1
KCR,2014,0.537,0.7,0.1,1.0,C,PHI,4,7,29,3,1,0,0,1,0,5,4,0,8,14,0,4,0,1,0,4,1,9,3,5,11,1,0,1,0,3,5,1,13
HOU,2014,0.303,-7.5,-0.8,0.988,OF,DET,1,27,26,4,1,1,1,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,2,15,1,4,0,0,2,0,1,0,0
BOS,2014,0.0,-2.7,-0.3,1.0,OF,ATL,3,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,1,1,0,0,0,0
TOR,2014,0.546,0.2,0.0,0.9840000000000001,OF,OAK,3,14,18,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4
OAK,2014,0.0,-0.5,-0.1,0.9229999999999999,P,CHC,8,8,28,2,2,11,1,1,4,2,0,2,0,1,0,1,3,1,0,13,0,2,4,1,0,3,1,2,14,0,3,1,0
MIA,2014,0.111,-5.9,-0.6,1.0,OF,HOU,1,18,27,2,3,2,2,1,1,15,2,0,1,0,1,0,1,2,1,2,1,1,2,14,0,4,0,1,4,0,2,0,3
KCR,2014,0.126,-4.6,-0.5,1.0,OF,SFG,7,7,29,0,5,2,2,2,3,1,0,2,3,1,1,15,4,6,3,2,2,6,2,8,15,1,0,3,1,1,3,2,3
PHI,2014,0.523,-0.1,0.0,0.991,OF,NYM,5,22,6,1,0,0,2,1,7,1,0,9,6,1,1,1,1,4,3,2,0,0,1,0,1,2,0,0,1,1,1,2,5
BOS,2014,0.207,-15.7,-1.6,0.972,OF,SDP,2,25,3,6,4,7,3,4,6,5,4,7,7,6,9,7,5,5,6,20,2,6,5,4,7,7,7,9,8,1,7,7,8
OAK,2014,0.0,-1.0,-0.1,0.958,P,MIN,3,8,28,3,1,1,2,0,0,0,1,2,0,1,1,1,3,8,1,2,1,0,1,0,0,1,11,2,14,0,0,2,0
TOR,2014,0.0,-0.5,-0.1,1.0,P,SDP,7,14,18,2,1,1,0,0,2,1,0,1,0,1,4,1,0,0,0,1,0,2,1,0,1,0,0,0,1,0,3,1,8
BOS,2014,0.0,0.0,0.0,0.9,P,OAK,5,25,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
TBR,2014,0.358,-9.4,-1.0,0.977,OF,SDP,1,19,30,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,3,2,0
BOS,2014,0.613,14.5,1.5,0.992,OF,TEX,8,25,3,1,0,1,0,0,1,1,0,0,1,0,0,2,1,1,2,9,0,8,3,0,0,0,0,1,1,0,0,4,0
BOS,2014,0.54,0.4,0.0,0.9840000000000001,OF,TBR,4,25,3,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,6,0,2,1,0,0,0,1,1,2,0,0,1,0
TEX,2014,0.0,0.0,0.0,1.0,P,BOS,4,28,7,0,1,2,0,0,0,1,0,0,0,0,1,0,1,1,4,2,1,2,3,1,2,1,0,0,1,0,1,14,1
KCR,2014,0.446,-0.2,0.0,1.0,OF,BOS,3,7,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,6,0,0,1,0,3,1,5,2
NYY,2014,0.387,-1.2,-0.1,0.727,OF,ATL,2,13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
HOU,2014,0.518,0.1,0.0,0.981,OF,NYY,6,27,26,0,1,0,0,1,0,2,2,1,1,1,3,0,0,1,0,1,1,1,2,7,0,1,0,2,0,0,0,2,0
DET,2014,0.0,-1.1,-0.1,0.897,P,BOS,5,6,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,1,1,0
TBR,2014,0.0,-1.0,-0.1,0.9570000000000001,P,TOR,5,19,30,3,5,4,5,2,5,3,3,6,1,6,2,2,6,6,3,11,0,5,13,6,3,6,2,6,10,2,20,4,9
CLE,2014,0.436,-6.5,-0.7,0.967,P,NYY,1,12,24,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,1,0,0
BOS,2014,0.0,-1.3,-0.1,1.0,P,TEX,0,25,3,1,0,2,1,1,0,2,2,0,1,1,0,0,1,1,1,14,0,2,0,0,1,1,0,0,0,1,1,3,1
TOR,2014,0.0,0.0,0.0,1.0,P,SEA,0,14,18,1,0,1,1,0,6,10,0,0,1,0,0,1,1,0,0,1,0,2,2,5,1,2,1,0,2,0,0,0,7
TOR,2014,0.5820000000000001,3.7,0.4,0.965,OF,COL,11,14,18,1,2,1,4,6,3,4,2,5,0,5,0,1,1,1,1,2,1,2,2,1,0,1,1,1,1,1,2,2,15
CHW,2014,0.0,0.0,0.0,0.8240000000000001,P,MIA,0,24,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYY,2014,0.0,0.0,0.0,1.0,P,CHW,6,13,1,3,0,1,1,0,0,4,2,1,1,4,0,3,1,2,1,2,5,2,2,0,0,1,3,12,0,1,1,0,0
SEA,2014,0.0,0.0,0.0,0.9,P,CHC,9,11,12,0,1,3,1,0,2,0,1,0,0,0,0,0,2,0,1,2,0,2,0,0,1,3,1,0,0,4,2,0,3
TBR,2014,0.428,-1.8,-0.2,0.986,OF,PIT,6,19,30,1,4,1,4,3,0,0,0,3,2,14,3,2,2,2,0,4,0,3,2,2,0,2,1,2,3,1,20,3,1
TOR,2014,0.0,-0.3,0.0,1.0,P,NYY,5,14,18,0,2,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8,0,1,0,1,10
BOS,2014,0.35700000000000004,-5.8,-0.6,0.983,C,CHC,12,25,3,2,4,10,1,2,4,6,1,1,0,1,1,6,2,1,1,4,1,2,2,3,0,3,0,2,4,0,2,1,0
TEX,2014,0.0,0.1,0.0,0.833,P,BOS,2,28,7,0,1,4,0,0,2,0,1,1,0,0,1,0,0,3,1,13,1,1,2,0,0,3,0,0,0,0,1,14,0
TEX,2014,0.32,-4.3,-0.4,0.966,OF,MIL,0,28,7,0,0,0,0,0,1,0,6,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,2,0,8,0
ATL,2014,0.23399999999999999,-6.8,-0.7,1.0,OF,MIN,5,17,11,0,6,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
DET,2014,0.0,-0.5,-0.1,0.963,P,WSN,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0
CLE,2014,0.35,-14.2,-1.5,0.98,OF,ATL,10,12,24,0,3,0,0,0,0,0,0,1,0,2,0,0,1,1,0,2,0,5,0,0,0,0,0,2,0,1,0,0,0
TOR,2014,0.37,-4.2,-0.4,0.9790000000000001,OF,OAK,4,14,18,1,0,1,0,0,1,0,0,0,0,4,1,0,1,2,4,3,0,2,0,1,4,1,0,0,5,2,1,0,5
CHW,2014,0.0,0.0,0.0,0.967,P,ATL,5,24,14,1,1,0,0,0,1,0,2,0,0,10,1,2,0,0,0,0,5,1,0,1,1,2,0,0,2,0,0,1,1
BOS,2014,0.456,-1.8,-0.2,1.0,OF,LAA,11,25,3,2,1,5,1,3,8,1,1,2,4,2,0,2,1,3,1,11,1,0,6,2,3,6,1,2,2,0,3,3,0
WSN,2014,0.513,-0.2,0.0,1.0,OF,CLE,1,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
BAL,2014,0.0,0.0,0.0,1.0,P,CLE,5,2,16,9,14,9,8,9,17,17,10,10,10,18,7,13,12,14,12,11,7,16,9,8,11,12,10,9,14,4,18,14,10
BOS,2014,0.0,0.0,0.0,1.0,P,DET,0,25,3,2,2,0,0,2,3,0,1,0,1,0,0,1,1,1,0,15,0,0,10,0,0,0,0,1,2,0,1,1,0
NYM,2014,0.389,-5.9,-0.6,0.993,OF,NYY,9,16,9,1,2,1,2,1,2,0,2,2,2,0,0,1,1,1,1,6,0,0,2,1,0,2,0,4,5,0,3,1,1
TBR,2014,0.5820000000000001,14.8,1.5,0.983,OF,KCR,8,19,30,1,0,10,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,2,0,14,1,0
WSN,2014,0.0,0.0,0.0,1.0,P,NYM,4,3,13,3,2,1,0,1,1,1,1,8,1,2,2,0,1,17,3,2,1,1,0,3,0,2,1,0,10,1,4,1,2
ARI,2014,0.0,-3.6,-0.4,1.0,P,LAD,0,0,21,14,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,2,1
ATL,2014,0.322,-6.9,-0.7,0.978,OF,CHW,7,17,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1
SDP,2014,0.0,0.0,0.0,1.0,P,MIN,9,20,17,1,0,0,0,1,0,0,6,0,0,0,1,1,3,2,0,2,0,0,1,0,1,0,4,0,0,0,0,1,0
PHI,2014,0.379,-2.1,-0.2,1.0,OF,MIA,6,22,6,0,2,2,2,5,2,2,1,2,7,2,1,3,1,1,1,2,1,3,2,3,1,0,1,0,3,0,9,4,1
PHI,2014,0.062,-8.5,-0.9,0.971,P,PIT,15,22,6,0,4,0,1,2,2,3,0,1,9,15,0,4,1,1,0,0,0,1,2,1,2,1,1,3,0,2,1,1,1
LAD,2014,0.301,-9.1,-0.9,0.998,C,KCR,4,4,2,0,0,1,1,3,18,0,0,2,0,2,0,0,0,1,0,1,0,1,2,1,6,6,8,0,1,1,1,1,2
SDP,2014,0.305,-15.2,-1.6,0.9670000000000001,OF,BAL,5,20,17,0,1,1,0,0,1,0,2,0,0,3,6,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,1
COL,2014,0.568,0.1,0.0,0.9229999999999999,P,ARI,5,29,22,2,0,0,0,3,0,1,2,2,0,1,2,0,0,1,0,1,0,2,1,2,1,0,0,0,0,1,0,0,1
MIA,2014,0.0,0.0,0.0,0.778,P,STL,4,18,27,0,0,3,0,0,1,19,1,0,0,1,0,1,5,3,2,1,0,2,0,2,1,2,2,0,3,4,2,1,1
WSN,2014,0.0,0.0,0.0,1.0,P,NYM,7,3,13,3,0,1,1,1,2,1,2,1,1,2,0,1,2,13,1,2,0,1,2,0,2,0,2,1,2,1,1,1,1
